context	target	label	pred
Dieser fordert ausdrücklich keine Bestechlichkeit, was sowohl die Zahlung als auch die Annahme von Bestechungsgeldern einschließt. Der Verhaltsenkodex wird in jährlichen Abständen den Arbeitnehmer des Unternehmens näher gebracht. Dies erfolgt in Form von Beratungen, die vom Geschäftsführer selbst moderiert und durchgeführt werden.	Zusätzliche Antikorruptions-Richtlinien und Compliance-Richtlinien (auch due diligence Prozesse) werden im [ORG] nicht angewendet, da die Unternehmensgröße hierfür zu minimal ist.	0.6666666667	1.1001936463098973e-14
Als Wissenschaftsunternehmen bringt die Charité - Universitätsmedizin Berlin Spitzenmedizin ans Krankenbett und in den Hörsaal. Die Charité steht für eine moderne medizinische Ausbildung in Deutschland mit hohem wissenschaftlichem Anspruch und verbindet Fürsorglichkeit, Wissenschaftlichkeit, Verantwortung, Unternehmertum und Respekt in der Universitätsmedizin. Daraus leitet sich das Handeln aller Mitarbeiterinnen und Mitarbeiter sowie der Studierenden der Charit ab.	Die Charité nimmt ihre Verantwortung innerhalb der Berliner Bevölkerung sehr ernst.	0.3333333333	5.374535452101759e-13
Die Ergebnisauswertung dieses Dialogs ist mit der Beschreibung der einzelnen Aspekte in Kriterium 2 aufgeführt. Handlungsfelder für Nachhaltigkeit ergeben sich durch verschiedene Stärken des Unternehmens und Besonderheiten des Unternehmensumfeldes. So sollen die hergestellten Produkte durch besondere Langlebigkeit und Materialeffizienz einen geringen ökologischen Einfluss auf die Umwelt haben.	Die traditionelle Verwurzelung unseres Industrieunternehmens in einer ländlichen Region, bietet ein hohes Potential für regionales soziales Engagement.	1.0	1.8056143738379507e-14
Darauf aufbauend setzt sich die [ORG] jährliche Nachhaltigkeitsziele, mit denen die Nachhaltigkeit in der Bank weiter vorangebracht werden soll. Über diese sowie deren Erfüllung/Nichterfüllung wird jeweils auf der Internetseite berichtet. Zertifizierungen und Initiativen aus unterschiedlichen Bereichen unterstreichen das Engagement der [ORG] in der Nachhaltigkeit und belegen nachvollziehbar, was in der [ORG] gelebter Standard ist.	Folgenden Initiativen ist die [ORG] bisher beigetreten bzw. hat Zertifizierungen von ihnen erhalten: EMAS, berufundfamilie, Charta der Vielfalt, Ökoprofit, Bio-Zertifikat nach EG-Öko-Verordnung, GreenIT, Umweltpakt Bayern, Familienpakt Bayern (Einzelheiten vgl. Übersicht Nachhaltigkeitszertifizierungen/-initiativen).	0.8333333333	2.131359697836021e-14
Dies erreichen wir, indem wir unser Leitmotiv „Appetit auf Käse machen“ mit unseren fundamentalen Stärken und unserer Nachhaltigkeitsstrategie verknüpfen. Dazu gehört unsere Leidenschaft für Käse, der hohe Anspruch an Qualität und die modernste Schneide- und Verpackungstechnik sowie die Freude am Entwickeln und Umsetzen kundenspezifischer Lösungen. Die grundlegenden Handlungsfelder unserer Strategie haben wir erstmals im Rahmen der Erstellung des ersten Nachhaltigkeitsberichtes (Berichtsjahr 2015) auf Basis einer Wesentlichkeitsmatrix definiert.	Diese fasst alle Stärken und Schwächen, Risiken und Chancen der [ORG] vor dem Hintergrund der Nachhaltigkeit zusammen, sodass die aus unserer Sicht relevanten Themen daraus abgeleitet werden können.	0.5	8.312375852741194e-13
Die ökologischen Chancen umfassen vor allem die Vergabe von Krediten zur Förderung von Energiesparen bzw. Erzeugung erneuerbarer Energie. Negativzinsen, Regulatorik und der damit verbundene Mehraufwand, Digitalisierung und demographischer Wandel sind Herausforderungen, denen wir in einem steten Anpassungsprozess begegnen müssen. Risiken liegen insbesondere in rückläufigen Zinserträgen und veränderten Kundeninteressen.	Durch die zunehmende Digitalisierung wollen wir einerseits interne Prozesse rationeller gestalten und andererseits den veränderten Kundenbedürfnissen Rechnung tragen.	0.6666666667	7.186182204854674e-12
Unsere Beratungsangebote sind die Grundlage, um eine hohe Kundenzufriedenheit zu gewährleisten und um eine gute Beratungsqualität zu sichern, ist für uns eine kontinuierliche Weiterbildung Voraussetzung. Daneben ist das Nachhaltigkeitsengagement von [ORG] sowie die persönliche Glaubwürdigkeit und Kompetenz der Inhaberin von besonderer Relevanz für das Unternehmen. Mehr dazu gibt es auf der Website zu lesen ([KONTAKT]).	Eine wesentliche Herausforderung ist das Behaupten im Wettbewerb, denn auch große Beratungsunternehmen und PR-Agenturen bieten Angebote im Nachhaltigkeitsbereich an.	0.5	2.195600540028271e-14
Im Hinblick auf das Nachhaltigkeitsmanagement liegen die Schwerpunkte für 2019 auf der Umsetzung der kinderrechtsorientierten Programme (mit Bezug zu den relevanten SDG), der Überarbeitung der Integritäts- und Anti-Korruptions-Policy sowie der dauerhaften finanziellen Leistungsfähigkeit. Dazu kommen die regelmäßigen Unterstützungsprozesse in der Geschäftsstelle. Die [ORG] bemüht sich generell um eine Reduktion des Ressourcenverbrauchs und versucht, die notwendigen Ressourcen nachhaltig einzusetzen (z.B. durch Nutzung von Photovoltaik, Umstellung der Beleuchtung auf LED, Erdwärmeheizung, langfristige Nutzung von Investitionsgütern, Recycling, Mülltrennung, nachhaltiges Veranstaltungsmanagement).	Einige der Ziele (z.B. Kinderrechtsansatz und Diversität) sind durchgängig zu erfüllen und können nicht quantifiziert werden.	0.6666666667	4.017461683420917e-14
Das Stiftungsvermögen ist in seinem Bestand ungeschmälert zu erhalten. Gefördert werden insbesondere Projekte mit Pilotcharakter. Die Stiftung vergibt keine regelmäßigen Beträge, sondern einmalige Förderbeträge im Sinne einer Anschubfinanzierung.	Darüber hinaus sind derzeit keine weiteren konkreten Nachhaltigkeitsziele definiert.	1.0	2.3575729584703053e-13
Vertrauen ist gerade in unserer Branche von herausragender Bedeutung. Deshalb gehen wir in unseren Beratungsgesprächen individuell auf die Bedürfnisse unserer Kunden ein. In unseren Beratungen berücksichtigen wir die Lebens- und Familiensituation, die finanzielle Ausgangslage, Ziele, Erfahrungen und Kenntnisse sowie die Risikoneigung der jeweiligen Kunden.	Nur so entstehen langfristige und nachhaltige Kundenbeziehungen.	0.6666666667	4.135618442754202e-13
Gleichzeitig müssen und wollen wir natürlich auch sämtlich Hygieneanforderungen erfüllen, sodass der Einsatz von gewissen Energieverbräuche oder Materialien notwendig ist. In diesem Zusammenhang betreiben wir jedoch auch in der Entwicklung enorme Anstrengungen nachhaltigere Lösungen beispielsweise für die Verpackungen zu ermöglichen sowie den Ausschuss und die Abfallmengen redzuieren zu können. Ist das Produkt hergestellt und verpackt gelangt es in den Versand.	Hier aber auch bereits während der Produktion intern spielt die Logistik eine entscheidene Rolle bei unseren nachhaltigen Bemühungen.	0.6666666667	6.581134969667682e-14
Darüber hinaus werden seit 2018 Umwelt-Kennzahlen erhoben, die auch Rückschlüsse auf die Nachhaltigkeitsfortschritte in Bezug auf die Wertschöpfungskette zulassen. Die [ORG] achtet beim Einkauf ferner auf die Bündelung von Aufträgen, um Versender-Ressourcen zu schonen. In Bezug auf einzukaufende Druckerzeugnisse arbeitet die [ORG] zu fast 100 % mit einer Druckerei in der Region zusammen.	Der Vertrieb der Versicherungsprodukte erfolgt in der Regel im stationären Fachhandel und über eigene E-Commerce-Lösungen.	0.8333333333	2.730199421575874e-13
Da es aber alle Bereiche der [ORG] betrifft, sind auch die anderen Mitglieder des Vorstandes in die Weiterentwicklng eingebunden. Unseren Führungskräften obliegt die Aufgabe, die Nachhaltigkeitsstrategie – genauso wie zum Beispiel die Ertrags-Strategie – an die Mitarbeiter zu vermitteln. Da in der [ORG] jeder Mitarbeiter aufgerufen ist, an der Weiterentwicklung der Nachhaltigkeit der Bank mitzuarbeiten, sind sie insoweit – zumindest für den eigenen Aufgabenbereich – auch mit-verantwortlich.	Begleitet wird die Weiterentwicklung durch das Team Nachhaltigkeit, in dem neben dem Vorstandssprecher auch Führungskräfte und Mitarbeiter aus den Kundenabteilungen sowie Marketing und Personal vertreten sind.	0.6666666667	6.61678394367482e-13
In Zuge dieser Besprechungen wird der Maßnahmenplan regelmäßig thematisiert und die fortlaufende Umsetzung kontrolliert. Zusätzlich findet fünfmal jährlich ein „Big Jour Fixe“ statt, der dazu genutzt wird, Fortschritte und Herausforderungen im gesamten [ORG]-Team zu besprechen. Über E-Mails, 14-tägliche Jour Fixe sowie Teambesprechungen ist es möglich, abteilungsübergreifend miteinander zu kommunizieren und verschiedene Themen zu steuern.	Die Verantwortung für eine nachhaltige Geschäftstätigkeit liegt ausdrücklich bei allen Mitarbeiter*innen des Unternehmens, da durch das Kerngeschäft alle für das Thema Nachhaltigkeit ausgebildet und sensibilisiert sind.	0.3333333333	3.7287086938030123e-13
Der Prozess der Nachhaltigkeitsberichterstattung liegt in der Verantwortung des Bereiches Vorstandsstab. Es besteht ein regelmäßiger Austausch mit allen wesentlichen Geschäftsbereichen, die von den Themen der Nachhaltigkeitsberichterstattung betroffen sind. Eine enge Zusammenarbeit ist dabei für die Erhebung und Auswertung unternehmensspezifischer Kennzahlen und Aussagen unabdinglich.	Durch diesen Austausch verfolgt die [ORG] Herford das Ziel, ein stärkeres Bewusstsein für Nachhaltigkeitsthemen zu schaffen und sämtliche Mitarbeiterinnen und Mitarbeiter diesbezüglich sukzessive zu sensibilisieren.	0.3333333333	8.328769531690261e-13
Die mittelfristige Unternehmensplanung ist für einen Zeitraum von fünf Jahren in der "Geschäftsstrategie der [ORG]" festgehalten und in verschiedene Planungsfelder unterteilt. In 2019 prüfen wir die Aufnahme des Themas Nachhaltigkeit in die Geschäftsstrategie und die Entwicklung von "Nachhaltigkeits-Leitsätzen" zur Konkretisierung der Teilstrategien. Die Einhaltung von gesetzlichen Bestimmungen, regulatorischen Standards und die Erfüllung der weiteren, von der [ORG] selbst gesetzten ethischen Standards und Anforderungen einschließlich der allgemeinen Verhaltensregeln und des Leitbilds werden als Compliance bezeichnet.	Neben den allgemeinen Compliance-Richtlinien gibt es noch besondere aufsichtsrechtlich verbindliche Compliance-Richtlinien, z.B. Compliance WpHG Mindestanforderungen gem. Wertpapierhandelsgesetz und Compliance MaRisk (Mindestanforderungen an das Risikomanagement).	1.0	7.426024855802793e-13
Der Nachhaltigkeitskoordinator beruft in der Regel zweimal jährlich Sitzungen des Nachhaltigkeitsteams ein. Es unterstützt den Vorstand bei der Weiterentwicklung der Nachhaltigkeitspolitik und bei der Erstellung des Nachhaltigkeitsprogramms. Bei Tagesordnungspunkten von strategischer Bedeutung ist in der Regel ein Vorstandsmitglied eingebunden.	In 2018 haben wir flankierend zu unserem „Wertekatalog“ den „Verhaltenskodex für die [ORG]“ verabschiedet.	1.0	1.739718666435991e-13
Zu den internen Leitlinien gehören ein konzernweiter Verhaltenskodex, ein Leitbild zum Verständnis unternehmerischer Verantwortung bei [ORG] und ein Freigabeverfahren für alle Veröffentlichungen und Werbemitteilungen zum Thema Nachhaltigkeit. Diese tragen somit zu einem stringenten und konsequenten Auftritt von [ORG] in puncto Nachhaltigkeit bei und stärken das interne Verständnis zu unternehmerischer Verantwortung. Des Weiteren hat Metzler ein Nachhaltigkeitsgremium eingerichtet, das sich aus Vertretern der zentralen Bereiche des Konzerns zusammensetzt.	Das Gremium entscheidet über anstehende Fragen zum Thema Nachhaltigkeit bei [ORG] und berichtet direkt an die Geschäftsleitung.	1.0	4.546262997139061e-14
Die Leistungsindikatoren des Airports werden regelmäßig durch die jeweiligen Fachabteilungen erhoben, geprüft und veröffentlicht. Zu diesen Leistungsindikatoren gehören neben den Verkehrszahlen (Flugbewegungen, Passagiere, Frachtumschlag, Airlines und Destinationen etc.) auch der Energie- und Wasserverbrauch, die CO2-, Lärm- und Abgasemissionen, das Abfallaufkommen einschließlich der Wiederverwertungsquote u.v.m. Die [ORG]-KPIs werden regelmäßig veröffentlicht und teilweise auch durch externe Gutachter kontrolliert. Dies gilt u.a. für Verkehrszahlen,CO2-Zertifizierung, Energieverbrauch, Fluglärmmessanlage und Einhaltung der Nachtflugbeschränkungen.	Die Zufriedenheit der Kunden – Passagiere und Besucher – wird durch regelmäßige Fluggastbefragungen ermittelt.	1.0	2.105003454530574e-13
Zusätzlich führt der Nachhaltigkeitsausschuss jährlich einen sogenannten "Nachhaltigkeits-Check" durch. Der Nachhaltigkeits-Check dient intern als Instrument zur Selbstevaluation. Die Bereiche Geschäftsstrategie, Geschäftsbetrieb und Kerngeschäft werden dabei getrennt nach Handlungsfeldern betrachtet und unter Nachhaltigkeitsgesichtspunkten bewertet.	Ziel ist es, Fortschritte auszuweisen und Verbesserungspotenziale zuentdecken, um entsprechende Ziele zur Verbesserung der eigenen Nachhaltigkeitsleistung abzuleiten.	0.6666666667	3.704328849414053e-14
Freiwillige Zertifizierungen tragen zur weiteren Kontrolle bei. Arbeitsanweisungen zur Datenqualität und Kontrollen im Rahmen des internen Kontrollsystems stellen die Konsistenz der Daten sicher. Nach der gesetzlichen Vorgabe werden finanzielle sowie nicht finanzielle Kennzahlen vom Aufsichtsrat geprüft.	Die Ermittlung der Kennzahlen wird beispielsweise unter "13. Klimarelevante Emissionen" aufgezeigt.	0.6666666667	2.2141855948558387e-13
Konkrete Nachhaltigkeitsziele sind aufgrund der schwierigen Messbarkeit und Vergleichbarkeit bisher kein separater Bestandteil des bestehenden Vergütungssystems. Als öffentlich-rechtliches Kreditinstitut sind wir tarifgebunden und unsere Mitarbeiter werden nach TVöD-S vergütet. Die überwiegende Anzahl der Beschäftigten erhält eine Vergütung auf dieser tariflichen Basis.	Zusätzlich haben die Beschäftigten die Möglichkeit eine variable Vergütung zu erhalten.	0.8333333333	1.6661955289879599e-13
Ergänzend zum Intranet hat die [ORG] eine Mitarbeiterzeitung. Beide Medien bieten die Möglichkeit, über die eigenen Maßnahmen und Projekte der [ORG] und der [ORG]stiftung über die Nachhaltigkeit unseres Wirtschaftens zu informieren, Wissenswertes zum Thema aufzuarbeiten und den offenen Austausch mit den Mitarbeitern zu pflegen. Die Träger der [ORG] werden im Rahmen des Kommunalforums über die Entwicklung der [ORG] informiert.	Die Identifikation der wichtigsten Anspruchsgruppen leitet sich aus der unternehmerischen Tätigkeit der [ORG] (Kunden, Geschäftspartner, Mitarbeiterinnen und Mitarbeiter, lokale Institutionen) sowie der Rechtsform als Anstalt des öffentlichen Rechts (Träger) ab.	1.0	1.376887644698177e-12
Mit Unternehmern und Kommunen findet ein regelmäßiger und intensiver Austausch neben den Kontakten im Rahmen der Geschäftstätigkeit auch über die [ORG]gremien Verwaltungsrat und Beirat statt. Dem Verwaltungsrat der [ORG] als gesetzliches Aufsichtsorgan gehören insgesamt 24 Vertreter aus Trägergemeinden, aus Unternehmen sowie [ORG]mitarbeiter an. Daneben besteht ein Beirat als Kommunikations- und Beratungsgremium mit rund 55 Mitgliedern, dem Persönlichkeiten aus Wirtschaft, aus Politik und aus dem öffentlichen Leben angehören.	Der Dialog mit den [ORG]gremien findet im Wesentlichen in den Sitzungen statt (Verwaltungsrat - durchschnittlich 6 Sitzungen p.a.; Beirat 2 Sitzungen p.a.).	0.8333333333	2.5132641193886807e-13
„Dem systematischen Management von Personal kommt in einem Unternehmen eine für das Überleben strategische Bedeutung zu“, sagt [NAME] vom Aachener Institut für Arbeitswissenschaften. Das Personalmanagement wird bei der [ORG] genau an diesen Herausforderungen gemessen. Es gilt die unterschiedlichen Einflussfaktoren zu kennen und für die Ausrichtung der Bank zielführende Antworten zu geben.	Nur eine Personalstrategie, die die Belange der Bank ebenso wie die Bedürfnisse der Mitarbeitenden kennt und in mittel- und langfristiges betriebswirtschaftliches Handeln übersetzt, erfüllt den Anspruch an ein nachhaltiges Personalmanagement.	1.0	6.590041012888292e-14
Die Ergebnisse werden durch ein unabhängiges Nachhaltigkeitskomitee plausibilisiert und fließen in die Ankaufsentscheidung ein. Die Ergebnisse der detaillierten Immobilienbewertung nach über 150 Nachhaltigkeitskriterien werden erfasst und dienen dem weiteren Immobilienmanagement. Im nächsten Schritt erfolgt ein mindestens zweijährliches Nachrating der Bestandsimmobilien und analog zum Ankaufprozess eine Plausibilisierung durch das Nachhaltigkeitskomitee.	Das Ergebnis erfährt eine unmittelbare Umsetzung in Maßnahmen des Asset Managements.	0.0	4.777182135659065e-14
Alle Aufträge vergeben wir dabei nach den gleichen Kriterien und unter Hinweis auf unsere Warenanlieferung-Richtlinien, die beispielsweise recyclingfähige Verpackungen vorsehen. Der [ORG] verwendet für seine Buch- und Zeitschriftenproduktionen außerdem ausschließlich Papiere, die aus FSC-zertifizierten Quellen stammen, sowie Papiere, die mit dem Umweltsiegel Blauer Engel zertifiziert sind. In der Nutzung und der Entsorgung unserer Printprodukte gilt es vor allem auf umweltfreundliche Druckfarben zu achten, da diese bei Nutzung und Entsorgung potenziell schädlich wirken können.	Die recyclingfähige Verpackung sowie das Papier können mit der Entsorgung wiederverwertet werden.	1.0	2.300619818349642e-13
Alle seitdem installierten 67 Geräte verfügen über diese Funktion. Im Rahmen des öffentlichen Auftrags begleitet die [ORG] den wirtschaftlichen und gesellschaftlichen Wandel in der Region mit zeitgemäßen Finanzprodukten und Beratungsangeboten für alle Kundengruppen. Insofern investiert die [ORG] insbesondere in die Digitalisierung und neue Konzepte, die die [ORG] zukunftsfähig ausrichten.	Produkte werden in einem Produktausschuss regelmäßig überprüft und gegebenenfalls angepasst.	0.6666666667	2.1056177905865586e-13
Ziel der [ORG] ist es, ihren ökologischen Fußabdruck zu verkleinern. Als ersten Schritt dazu veröffentlichen wir im Rahmen der VfU-Kennzahlen (Verein für Umweltmanagement und Nachhaltigkeit in Finanzinstituten) zur betrieblichen Umweltleistung für Finanzdienstleister unsere Verbräuche von Energie und Wasser, Verkehr, Papier und Abfall und die damit verbundenen CO2-Emissionen. Wir verweisen hier auch auf die Leistungsindikatoren GRI-SRS 301-1, 302-1, 302-4 und 306-2.	Weitere Maßnahmen werden aktuell nicht ergriffen.	0.0	3.178869656655231e-13
Zusätzlich ist eine Regenwassernutzungsanlage in Betrieb. An diese sind die WC-Spülungen, und die Bewässerungsanlagen der Grünflächen angeschlossen. Dadurch können Trinkwassereinsparungen von 25 % - 28 % pro Jahr erzielt werden.	Beim Umbau des [ORG] wurde ein neues Blockheizkraftwerk eingebaut, welches einen wichtigen Beitrag zum Umweltschutz leistet.	0.8333333333	5.6185026927170825e-14
Unsere Geschäftsreiseregelung gibt vor, dass deutschlandweite Strecken mit der Bahn zurückgelegt werden und nicht mhr mit dem Flugzeug. Lieber auf ÖPNV, Bahn und Fahrrad umsteigen und das Auto stehen lassen. Für die Zukunft möchten wir auf E-Mobility und Car-Sharing umsteigen.	85 Prozent der dienstlichen Übernachtungen werden privat über den Dienstleister Airbnb gebucht.	1.0	1.3211498138977068e-13
Damit zeigt die Initiative Früchte, eine Anpassung des Konzeptes ist aktuell nicht vorgesehen. Als Kreditinstitut liegen die Schwerpunkte anders als im produzierenden Gewerbe auf der Erbringung von Dienstleistungen und damit immaterieller Güter. Daherverzichtet die [ORG] auf eine Analyse hinsichtlich zu identifizierender Risiken.	Das Ziel besteht darin, Umweltbelastungen weiter zu verringern und zu vermeiden.	0.1666666667	1.703580954418287e-14
Wir haben uns noch keine Ziele für die ökologischen Aspekte der Unternehmenstätigkeit gesetzt. Erläuterung fehlender Angaben: Das Zielprogramm für alle fünf definierten Handlungsfelder sowie eine tiefere Risikoanalyse werden 2019 erarbeitet. Der Nachhaltigkeits-Steuerungskreis trifft sich mindestens viermal pro Jahr, um die Nachhaltigkeitsstrategie weiter zu entwickeln sowie auf Veränderungen im politischen, gesellschaftlichen oder ökologischen Umfeld zu reagieren.	Die Nachhaltigkeitsbeauftragte prüft kontinuierlich, welche Anforderungen es gibt.	0.3333333333	1.990659698712649e-13
Die Treibhausgasemissionen der [ORG] sind derzeit nur bedingt ermittelbar, da uns diesbezüglich nur sehr wenige Daten vorliegen. Dennoch ist es uns gelungen, den rein aus unseren Gebäuden ermittelbaren CO2-Ausstoß zu ermitteln. Eine entsprechende Zielstellung zur Reduktion der THG-Emissionen haben wir noch nicht vorgenommen, da wir zum einen noch keine ausreichende Zeitreihe vorliegen haben und zum anderen weitere Quellen für solche Emissionen prüfen wollen.	Da aber unsere Strategie in der Reduzierung nicht benötigter Flächenüberhänge besteht, mindern sich - zumindest für unser Unternehmen - bei deren beabsichtigter Veräußerung auch die THG-Emissionen (bereits jetzt wird darauf geachtet, bei diesen Flächen die Bewirtschaftungskosten wie Heizung, Energie möglichst gering zu halten).	0.6666666667	4.29863799720695e-14
Bei Betrachtung der CO²-Emissionen verschiebt sich das Verhältnis der Energieträger noch weiter in Richtung Strom, das heißt etwa 93% der CO²-Emissionen des [ORG] resultieren aus dem Stromverbrauch. Dies ist der Tatsache geschuldet, dass die CO²-Bilanz mit dem Emissionsfaktor für elektrischen Strom (Bundesdurchschnitt) des Landesamtes für Statistik Berlin Brandenburg gemäß der Vorgaben der Berliner Senatsverwaltung für Umwelt, Verkehr und Klimaschutz gebildet wird. In der Praxis ist es so, dass das [ORG] „grünen Strom“ bezieht, der zumindest annährend CO²-neutral ist.	Der Fuhrpark des [ORG] wird - soweit es die Nutzung zulässt – elektrisiert, sodass auch hier die Entwicklung von fossilen Brennstoffen zu Strom aus erneuerbaren Energien vollzogen wird.	0.8333333333	3.5674384995555697e-13
Emissionen, die nicht vermieden werden können, werden kompensiert. Bei Bahnfahrten nutzen wir das bahn-business-Programm, bei dem alle Fahrten mit 100 % Ökostrom durchgeführt werden. Für unsere Firmenwagen haben wir strenge Grenzwerte für den CO2-Ausstoß definiert, die regelmäßig an den technischen Fortschritt angepasst werden.	Wir suchen stets nach Möglichkeiten, unseren CO2-Fußabdruck weiter zu minimieren und investieren in entsprechende Materialien oder Ausstattung.	0.8333333333	2.1096942552298326e-13
Über die Mitbestimmung hinaus hat die [ORG] ein betriebliches Vorschlagswesen installiert. Alle Mitarbeiterinnen und Mitarbeiter haben zusätzlich die Möglichkeit, in jährlichen Bereichs- und Strategieversammlungen weitere Impulse für die Zusammenarbeit und Ausrichtung der [ORG] einzubringen. Wir unterhalten ausschließlich Geschäftsstandorte in der Region Allgäu.	Über den kontinuierlichen Verbesserungsprozess"betriebliches Vorschlagswesen"sind die Mitarbeiter in die Weiterentwicklung des Nachhaltigkeitsmanagements eingebunden.	0.6666666667	1.6196672638062876e-13
Die Beziehungen intern sowie extern beruhen auf Partnerschaft und Langfristigkeit sowie auf einem gemeinsamen hohen Qualitäts- und Leistungsverständnis. Metzler beschäftigt die Mehrzahl seiner Mitarbeiter in den Mitgliedstaaten der Europäischen Union (EU). Als Unternehmen mit Hauptgeschäftssitz in Deutschland ist [ORG] somit an die Vorgaben, Gesetze und Regelungen der EU gebunden.	Die Mitgliedsstaaten der EU haben die Menschenrechtsstandards der United Nations (UN) und die Kernarbeitsnormen der [ORG] bereits in entsprechenden Gesetzen verankert.	1.0	3.0099000006798826e-13
Dieser Kern braucht Sicherheit und Schutz, damit sich unser Haus im Sinn unseres Leitbildes „Leistung mit Herz“ weiter entwickeln kann. Die Führungsvereinbarung „Wir gehen in Führung!“ soll unser Führungsverständnis nachvollziehbar und umsetzbar festschreiben. Sie ist Aufforderung und Verpflichtung zur aktiven Gestaltung des Miteinanders.	Somit sind Weiterbildungen für alle, vielseitige Entwicklungsmöglichkeiten, Vereinbarkeit von Beruf und Familie, sehr gute Sozialleistungen und sichere Arbeitsplätze gegeben.	0.5	1.4845335247551383e-13
Über alle o. a. Themen informieren wir die Mitarbeitenden via Intranet, richten Aktionstage aus und berichten in der dreimal jährlich erscheinenden Unternehmenszeitschrift [ORG]. Darüber hinaus stehen den Mitarbeitenden feste Ansprechpartner zur Verfügung. Eine angemessene und gerechte Bezahlung der Mitarbeitenden stellt die [ORG] über einen arbeitgebergebundenen Gehaltstarifvertrag der [ORG] sicher.	 So wird eine transparente Eingruppierung der Beschäftigten erreicht.	0.6666666667	9.698412862732542e-13
Aufgrund der zunehmenden Volatilität der Märkte ist hier vor allem sicherzustellen, dass eine Anpassung der Vergütungssysteme jederzeit und kurzfristig möglich ist (Reversibilität). Für die Vergütung des Managements bei [ORG] gelten weltweite Standards. Individuelle Boni wurden 2016 zu Gunsten eines kollektiven Gewinnbeteiligungsmodells abgeschafft, von dem auch die Tarifmitarbeiter in Deutschland profitieren.	Denn an die Stelle der individuellen Leistung rückt immer öfter der Teamerfolg.	0.5	9.446318103819087e-14
Darüber hinaus wird durch Aktionen im Zuge des Gesundheitsjahres, mit den Unternehmenszielen „Krankheitstage reduzieren“, "Gesundheit verbessern", "Mehr Fitness und bessere Ernährung der Mitarbeitenden", auch die Arbeitssicherheit gefördert. So gibt es die Möglichkeit, einen mobilen Massageservice in Anspruch zu nehmen und damit bspw. Rückenproblemen vorzubeugen, siehe dazu auch Kriterium 16. Weiter gibt es einmal im Quartal einen Ernährungstipp für alle Mitarbeitenden sowie ein regelmäßiges Yoga-Angebot.	Für die Zukunft wird die Untersuchung des Bildschirmarbeitsplatzes angestrebt.	0.3333333333	2.344389873204511e-13
Wenngleich die Kostensituation es erforderlich machen würde, die Ausbildungsquote zu senken, hält die [ORG] sie überproportional hoch. Sie leistet damit auch einen strukturellen Beitrag zur Ausbildungssituation in ihrem Geschäftsgebiet. Die Betriebskultur, d.h. der achtsame Umgang miteinander, trägt in hohem Maße dazu bei, dass es gelingt, Mitarbeitende an die Bank zu binden.	Die Fluktuation liegt weit unter dem Markt- und Branchenvergleich.	1.0	2.0648706607951685e-14
Im Anschluss können verschiedenste interne und externe ([ORG] / Hochschulen) Weiterbildungsmöglichkeiten genutzt werden. Die Vielfältigkeit unserer Entwicklungsmöglichkeiten soll die Zufriedenheit, Motivation und Leistungsfähigkeit unserer Mitarbeiterinnen und Mitarbeiter unterstützen. Mit Hilfe einer systematischen Personalbedarfsplanung werden Maßnahmen erarbeitet, die den Auswirkungen des demografischen Wandels entgegensteuern.	Dabei werden die drei Dimensionen Quantität, Qualität und Personalkosten mindestens einmal jährlich geplant.	1.0	8.593071458389001e-13
Nach dem Prinzip „Vorbeugen ist besser als Heilen“ haben die Mitarbeiterinnen und Mitarbeiter der [ORG] die Möglichkeit, die persönliche Vorsorgeuntersuchung (Generaluntersuchung) auch während der Arbeitszeit in Anspruch zu nehmen. Sollte es dennoch zu einer längeren Krankheit kommen, trägt die [ORG] beim Krankengeld die Differenz zwischen dem von der Krankenkasse gezahlten Betrag bis zum normalerweise erhaltenen Nettogrundgehalt für die Dauer von einem Jahr. Zudem wird ein Gesundheitstag pro Jahr zusätzlich zum Jahresurlaub gewährt.	Ziel der [ORG] ist es, agil zu bleiben und sich dem Wandel der Zeit anzupassen.	0.3333333333	5.5000346318350227e-14
Die grundlegenden Sozialstandards der Vereinten Nationen, die Themen wie Kinder- und Zwangsarbeit, Vereinigungsfreiheit und Anti-Diskriminierung umfassen, sind zu erfüllen. Unternehmen, die keine Verpflichtungserklärung vorlegen, schließen wir von einer Beauftragung aus. Die Geschäftstätigkeit der [ORG] ist auf den Rhein-Sieg-Kreis beschränkt.	Auch der Großteil der Auftragnehmer stammt aus Deutschland, sodass die strengen nationalen Gesetze und Vorschriften hinsichtlich Menschenrechten, Arbeitszeiten, Urlaubsansprüchen, Mutterschutz, Kündigungsschutz etc. gelten.	0.6666666667	1.41243475791121e-13
